# license: LicenseRef-Sakura-InHouse
reading	surface	left_id	right_id	word_cost	prediction_cost	flags	annotation
うける	受ける	680	680	2021	3221	predict	渡されたもの・作用・評価・依頼などを自分に取り入れること。
うつ	撃つ	837	837	3639	4839	predict	銃や砲などで弾を発射して攻撃すること。
うつ	打つ	837	837	3058	4258	predict	物をたたくこと、またはキーや手を使って動作を行うこと。
うつ	討つ	837	837	4482	5682	predict	敵や悪者を攻めて倒すこと。
うつす	移す	837	837	3645	4845	predict	物・場所・状態・権利などを別の所へ移動させること。
うつす	映す	837	837	4018	5218	predict	光や映像によって姿を画面・鏡・水面などに表すこと。
うつす	写す	837	837	4265	5465	predict	文字や姿をそのまま書き取ったり、写真に撮ったりすること。
うつる	移る	837	837	3726	4926	predict	物・場所・状態などが別の所や段階へ変わること。
うつる	映る	837	837	3393	4593	predict	姿や映像が画面・鏡・目などに現れること。
うつる	写る	837	837	4032	5232	predict	写真や映像に姿が記録されること。
うむ	産む	837	837	3840	5040	predict	母体から子や卵を出すこと、または成果を生じさせること。
うむ	生む	837	837	3299	4499	predict	新しい物事・結果・利益などを作り出すこと。
えいこう	栄光	1851	1851	5095	6295	predict	優れた成果によって得られる名誉や輝かしい評価。
えいこう	栄光	1922	1922	6050	-		優れた成果によって得られる名誉や輝かしい評価。
えいこう	栄光	1929	1929	5811	7011	predict	優れた成果によって得られる名誉や輝かしい評価。
えいせい	衛星	1851	1851	4788	5988	predict	惑星などの周囲を回る天体、または人工的に軌道へ投入した装置。
えいせい	衛星	1922	1922	5715	6915	predict	惑星などの周囲を回る天体、または人工的に軌道へ投入した装置。
えいせい	衛生	1851	1851	4246	5446	predict	健康を守り、病気を防ぐために環境を清潔に保つこと。
える	獲る	680	680	4263	5463	predict	狩猟・漁・競争などで目的のものを手に入れること。
える	得る	1111	1111	9	1209	predict	知識・利益・機会・同意などを手に入れること。
える	得る	680	680	2299	3499	predict	知識・利益・機会・同意などを手に入れること。
えんかく	沿革	1851	1851	5837	7037	predict	組織・制度・事業などが変遷してきた歴史。
えんしゅう	円周	1851	1851	5839	7039	predict	円を形作る外周、またはその長さ。
えんしゅう	演習	1841	1841	4567	5767	predict	知識や技能を身につけるために実際の問題や動作を練習すること。
えんせん	沿線	1851	1851	5065	6265	predict	鉄道路線や幹線道路に沿った地域。
えんちょう	園長	1851	1851	5426	6626	predict	幼稚園・保育園・動物園などの責任者。
えんちょう	園長	2040	2040	3631	4831	predict	幼稚園・保育園・動物園などの責任者。
おう	追う	813	813	2615	3815	predict	前に進む人や物を後から追いかけること。
おう	負う	802	802	2356	3556	predict	責任・義務・傷などを自分の身に引き受けること。
おう	負う	813	813	2681	3881	predict	責任・義務・傷などを自分の身に引き受けること。
おうえん	応援	1841	1841	3286	4486	predict	人や団体を励まし、力を貸して支援すること。
おうか	桜花	1851	1851	5779	6979	predict	桜の花。
おうか	桜花	1922	1922	5563	6763	predict	桜の花。
おうか	桜花	1923	1923	5427	6627	predict	桜の花。
おうか	謳歌	1841	1841	5524	6724	predict	恵まれた状態や喜びを存分に味わい、たたえること。
おうきゅう	応急	1851	1851	5098	6298	predict	緊急時に差し当たって行う一時的な処置。
おうこう	横行	1841	1841	5545	6745	predict	好ましくない行為や風潮が広く行われること。
おうせい	旺盛	1931	1931	4014	5214	predict	勢い・意欲・活動力などが非常に盛んなこと。
おうせい	王政	1851	1851	6167	-		国王が統治権を持つ政治体制。
おうせつ	応接	1841	1841	5864	7064	predict	訪問者を迎えて話し相手をすること。
おうとう	黄桃	1851	1851	6575	-		果肉が黄色い桃、またはその品種。
おうぼ	応募	1841	1841	3521	4721	predict	募集に応じて申し込みや作品の提出をすること。
おかす	侵す	837	837	5023	6223	predict	他者の領域・権利・健康などを損なうこと。
おかす	犯す	837	837	4157	5357	predict	法律・規則・道徳に反する行為をすること。
おかす	冒す	837	837	4828	6028	predict	危険を承知で行うこと、または病気や害を受けること。
おくる	送る	837	837	2646	3846	predict	人や物、情報などを目的地や相手へ届けること。
おくる	贈る	837	837	3262	4462	predict	祝い・感謝・敬意などを込めて品物や言葉を与えること。
おこす	起こす	837	837	2969	4169	predict	眠っている人を目覚めさせたり、出来事を生じさせたりすること。
おさえる	押さえる	680	680	3626	4826	predict	手や物で押し付け、動かないようにすること。
おさえる	抑える	680	680	2723	3923	predict	勢い・感情・数量などが増えすぎないよう制限すること。
おさまる	治まる	837	837	4763	5963	predict	乱れ・争い・痛みなどが静まり、安定すること。
おさまる	収まる	837	837	3505	4705	predict	物が所定の場所に入ること、または事態が落ち着くこと。
おさめる	治める	680	680	4363	5563	predict	国や地域を統治すること、または乱れを落ち着かせること。
おさめる	収める	680	680	3564	4764	predict	物を中に入れること、または成果・利益などを得ること。
おさめる	修める	680	680	5115	6315	predict	学問や技芸を学んで身につけること。
おさめる	納める	680	680	3940	5140	predict	金品を渡すべき先へ差し出すこと、または物を所定の場所へ入れること。
おる	織る	837	837	4599	5799	predict	糸を縦横に組み合わせて布などを作ること。
おる	折る	837	837	4078	5278	predict	曲げて重ねたり、力を加えて途中から切ったりすること。
おんせい	音声	1851	1851	4216	5416	predict	人の声や、言語情報を表す音。
かいか	開化	1841	1841	6529	-		文明や知識が進歩し、社会が発展すること。
かいか	開花	1841	1841	4449	5649	predict	植物の花が開くこと、または才能や成果が現れること。
かいかく	改革	1841	1841	4110	5310	predict	制度や組織の仕組みを改めて改善すること。
かいき	快気	1841	1841	6039	-		病気が治って健康を取り戻すこと。
かいき	怪奇	1851	1851	5838	7038	predict	不思議で不気味なこと。
かいき	怪奇	1931	1931	5229	6429	predict	不思議で不気味なこと。
かいきゅう	階級	1851	1851	4811	6011	predict	地位・身分・程度などによって分けた段階。
かいきゅう	階級	2018	1985	4532	5732	predict	地位・身分・程度などによって分けた段階。
かいけい	会計	1841	1841	3941	5141	predict	金銭の収支を計算・記録・管理すること。
かいけつ	解決	1841	1841	3301	4501	predict	問題や争いに結論を出し、処理を終えること。
かいけん	会見	1841	1841	4372	5572	predict	公的な立場の人が人と会い、説明や取材に応じること。
かいけん	改憲	1841	1841	5803	7003	predict	憲法の条文や内容を改めること。
かいげん	改元	1841	1841	6281	-		元号を新しいものに改めること。
かいげん	開眼	1841	1841	6240	-		物事の本質や技能に目覚めること。
かいご	介護	1841	1841	3461	4661	predict	日常生活に支援が必要な人の身の回りを世話すること。
かいこう	開口	1841	1841	4858	6058	predict	口や穴を開くこと、または開いている部分。
かいこう	開校	1841	1841	5127	6327	predict	学校を新たに設けて授業を始めること。
かいこう	開港	1841	1841	5671	6871	predict	港を開き、船舶や外国との交通・貿易に使えるようにすること。
かいこう	開講	1841	1841	4981	6181	predict	講座や授業を始めること。
かいこう	邂逅	1841	1841	5718	6918	predict	思いがけなく人と巡り会うこと。
かいし	会誌	1851	1851	6499	-		団体が会員向けに発行する雑誌や刊行物。
かいしゃく	介錯	1841	1841	6548	-		切腹する人の苦痛を減らすため、首を切って死を助けること。
かいしん	会心	1851	1851	5173	6373	predict	期待どおりにできて、十分満足すること。
かいしん	改心	1841	1841	5785	6985	predict	それまでの行いを反省し、心を改めること。
かいせい	改正	1841	1841	3814	5014	predict	法律・制度・規則などの不備を改めること。
かいせい	改正	1923	1923	6004	-		法律・制度・規則などの不備を改めること。
かいせい	海星	1929	1929	4687	5887	predict	海にすむ棘皮動物のヒトデ。
かいせつ	開設	1841	1841	4104	5304	predict	施設・窓口・サービスなどを新たに設けること。
かいせん	回線	1851	1851	4578	5778	predict	通信や電力を伝えるための接続経路。
かいせん	回線	2011	2011	4829	6029	predict	通信や電力を伝えるための接続経路。
かいせん	改選	1841	1841	5981	7181	predict	任期などに伴い、議員や役員を選び直すこと。
かいそう	回想	1841	1841	4936	6136	predict	過去の出来事を思い返すこと。
かいそう	海藻	1851	1851	5341	6541	predict	海中に生育する藻類。
かいそう	海藻	1923	1923	6069	-		海中に生育する藻類。
かいそう	階層	1851	1851	4798	5998	predict	上下関係を持つ複数の段階からなる構造。
かいだん	会談	1841	1841	4914	6114	predict	複数の代表者などが会って話し合うこと。
かいだん	怪談	1851	1851	5320	6520	predict	幽霊や怪異を題材にした怖い話。
かいだん	階段	1851	1851	4147	5347	predict	高さの異なる場所を行き来するための段状の通路。
かいちゅう	海中	1851	1851	5514	6714	predict	海の中。
かいちょう	会長	1851	1851	4187	5387	predict	会や団体を代表して統括する役職。
かいちょう	会長	2040	2040	1916	3116	predict	会や団体を代表して統括する役職。
かいちょう	快調	1851	1851	6685	-		物事が調子よく順調に進むこと。
かいちょう	快調	1931	1931	5063	6263	predict	物事が調子よく順調に進むこと。
かいてん	回転	1841	1841	3761	4961	predict	物が軸や中心の周りを回ること。
かいてん	開店	1841	1841	4603	5803	predict	店を新たに開くこと、またはその日の営業を始めること。
かいとう	解凍	1841	1841	4621	5821	predict	凍った物を溶かすこと、または圧縮データを元に戻すこと。
かいとう	怪盗	1851	1851	5556	6756	predict	人を驚かせる大胆な手口で盗みを行う盗賊。
かいめい	解明	1841	1841	4506	5706	predict	不明だった仕組みや原因を明らかにすること。
かいめい	改名	1841	1841	5206	6406	predict	人や組織などの名前を変更すること。
かいよう	海洋	1851	1851	4691	5891	predict	広大な海と、そこに関わる環境の総称。
かいよう	海洋	1924	1924	5931	7131	predict	広大な海と、そこに関わる環境の総称。
かう	買う	813	813	1751	2951	predict	代金を支払って品物や権利を手に入れること。
かえす	帰す	837	837	4763	5963	predict	人や物を元の場所へ帰らせること。
かえす	返す	837	837	3215	4415	predict	借りた物を戻すこと、または反応や応答を相手へ返すこと。
かえる	換える	1115	1115	0	1200	predict	同等の価値や機能を持つ別のものと交換すること。
かえる	還る	837	837	4469	5669	predict	巡った後に元の場所や状態へ戻ること。
かえる	帰る	837	837	2865	4065	predict	自宅や元いた場所へ戻ること。
かえる	替える	1116	1116	0	1200	predict	使っていたものを別の同種のものに取り替えること。
かえる	替える	680	680	4132	5332	predict	使っていたものを別の同種のものに取り替えること。
かえる	代える	1107	1107	0	1200	predict	あるものの役割を別のものに担わせること。
かえる	代える	680	680	4623	5823	predict	あるものの役割を別のものに担わせること。
かえる	変える	1109	1109	0	1200	predict	性質・状態・内容などを以前と異なるものにすること。
かえる	変える	680	680	2332	3532	predict	性質・状態・内容などを以前と異なるものにすること。
かく	格	1949	1949	3755	4955	predict	身分・程度・文法上の関係などを表す区分。
かく	角	1949	1949	3536	4736	predict	二つの線や面が交わってできる部分、またはその開き。
かく	角	2393	2393	3835	5035	predict	二つの線や面が交わってできる部分、またはその開き。
かく	書く	723	723	1451	2651	predict	文字や文章を記すこと。
かく	描く	723	723	2018	3218	predict	絵や図を表すこと、または情景を文章で表現すること。
かくしん	核心	1851	1851	5119	6319	predict	物事の中心となる最も重要な部分。
かくしん	確信	1841	1841	4361	5561	predict	正しいと強く信じ、疑わないこと。
かくしん	革新	1841	1841	4170	5370	predict	古い制度や方法を改め、新しいものに変えること。
かくせい	覚醒	1841	1841	4259	5459	predict	眠りや迷いから覚め、意識がはっきりすること。
かくせい	隔世	1851	1851	6604	-		時代を隔てて大きな違いがあること。
かくち	各地	1851	1851	4164	5364	predict	それぞれの地域や、さまざまな土地。
かくほ	確保	1841	1841	3499	4699	predict	必要な人・物・場所・安全などを確実に手に入れて保つこと。
かくめい	革命	1841	1841	4342	5542	predict	政治や社会の体制を根本から急激に変えること。
かげ	陰	1851	1851	5144	6344	predict	光が遮られた暗い所、または表から見えない部分。
かげ	陰	1923	1923	5384	6584	predict	光が遮られた暗い所、または表から見えない部分。
かげ	影	1851	1851	4276	5476	predict	光を遮った物の形が面に映ったもの、または姿の反映。
かげ	影	1923	1923	5233	6433	predict	光を遮った物の形が面に映ったもの、または姿の反映。
かける	掛ける	680	680	3525	4725	predict	物をつるすこと、作用を加えることなどを広く表す語。
かける	懸ける	680	680	4667	5867	predict	成否や命など重要なものをある行為に託すこと。
かける	賭ける	680	680	4116	5316	predict	勝敗や結果を予想して金品などを出すこと。
かこう	下降	1841	1841	5148	6348	predict	位置・数値・程度などが下がること。
かこう	加工	1841	1841	3501	4701	predict	材料に手を加えて目的の形や性質に変えること。
かこう	河口	1851	1851	5913	7113	predict	川が海や湖へ流れ込む所。
かこう	火口	1851	1851	5796	6996	predict	火山で溶岩・火山灰・ガスなどが噴出する口。
かじ	家事	1841	1841	4215	5415	predict	炊事・洗濯・掃除など家庭生活を維持する仕事。
かじ	火事	1851	1851	5096	6296	predict	建物や物が燃えて被害を出す災害。
かじ	舵	1851	1851	5485	6685	predict	船や航空機などの進行方向を調節する装置。
かせい	化成	1841	1841	5606	6806	predict	化学反応などによって別の物質や性質に変えること。
かせい	仮性	1851	1851	6615	-		本来の性質ではなく、一時的または見かけ上そうであること。
かせい	家政	1851	1851	5567	6767	predict	家庭生活の運営や管理に関すること。
かそう	下層	1851	1851	5461	6661	predict	重なった構造の下側の層、または社会的に低い階層。
かそう	仮想	1841	1841	4187	5387	predict	実在すると仮定して作られたもの、または計算機上に構成されたもの。
かそう	火葬	1841	1841	4868	6068	predict	遺体を焼いて葬ること。
かた	型	1962	1962	512	1712	predict	同じ形を作るための原型、または定まった様式。
かた	方	1949	1949	2926	4126	predict	方向・方法・人を敬って指す語などに用いる表記。
かた	方	2039	2039	18	1218	predict	方向・方法・人を敬って指す語などに用いる表記。
かた	方	2115	2115	332	1532	predict	方向・方法・人を敬って指す語などに用いる表記。
かたい	堅い	2425	2425	3726	4926	predict	信頼できて確実であること、または考え方がまじめで厳格なこと。
かたい	固い	2425	2425	3279	4479	predict	形が容易に変わらないこと、または結び付きが強いこと。
かたい	硬い	2425	2425	2890	4090	predict	物質が外力で傷ついたり変形したりしにくいこと。
かちょう	花鳥	1851	1851	6163	-		花と鳥、または自然の美しい風物。
かちょう	課長	1851	1851	4787	5987	predict	組織の課を統括する役職。
かちょう	課長	2040	2040	2920	4120	predict	組織の課を統括する役職。
かてい	仮定	1841	1841	4742	5942	predict	事実か未確定の事柄を、議論のため一時的に真とみなすこと。
かてい	家庭	1872	1872	1	1201	predict	家族が共同で生活する場や生活単位。
かてい	課程	1892	1892	0	1200	predict	学習や訓練で定められた一連の内容と順序。
かね	金	1851	1851	4316	5516	predict	貨幣、または金属元素の金。
かね	金	1923	1923	3608	4808	predict	貨幣、または金属元素の金。
かね	鐘	1851	1851	5037	6237	predict	打ち鳴らして音を出す金属製の器具。
かね	鐘	1922	1922	4898	6098	predict	打ち鳴らして音を出す金属製の器具。
かわ	革	1851	1851	4502	5702	predict	動物の皮を加工して作る丈夫な素材。
かわ	川	1851	1851	4266	5466	predict	地表を流れて海や湖へ注ぐ自然の水流。
かわ	川	1923	1923	4540	5740	predict	地表を流れて海や湖へ注ぐ自然の水流。
かわ	川	2019	2019	1477	2677	predict	地表を流れて海や湖へ注ぐ自然の水流。
かわ	皮	1851	1851	4281	5481	predict	動植物の表面を覆う組織、または物の外側を覆う部分。
かわる	替わる	837	837	4751	5951	predict	同じ役割の人や物が別のものと入れ替わること。
かわる	代わる	837	837	3657	4857	predict	他の人や物の役割を引き受けること。
かわる	変わる	837	837	2251	3451	predict	性質・状態・内容などが以前と異なるものになること。
かんかく	間隔	1851	1851	4523	5723	predict	二つの物や時点の間の距離や時間。
かんき	喚起	1841	1841	4821	6021	predict	注意・記憶・感情などを呼び起こすこと。
かんき	換気	1841	1841	4503	5703	predict	室内の空気を外気と入れ替えること。
かんき	歓喜	1841	1841	5086	6286	predict	非常に喜ぶこと。
かんき	歓喜	1923	1923	6444	-		非常に喜ぶこと。
かんけい	関係	1841	1841	2812	4012	predict	複数の人や物事の間にある結び付き。
かんげん	還元	1841	1841	4319	5519	predict	元の状態へ戻すこと、または化学で物質から酸素を除くなどの反応。
かんご	漢語	1851	1851	6236	-		漢字の音読みを基礎として日本語で用いられる語。
かんご	看護	1841	1841	3732	4932	predict	病人やけが人の療養を支え、世話をすること。
かんこう	完工	1841	1841	6055	-		工事を最後まで終えること。
かんこう	観光	1841	1841	3554	4754	predict	名所や景観などを見て回ること。
かんさい	完済	1841	1841	5553	6753	predict	借金や代金をすべて返し終えること。
かんさい	関西	1923	1923	5233	6433	predict	京都・大阪・兵庫などを中心とする日本の地域。
かんさい	関西	1924	1924	2681	3881	predict	京都・大阪・兵庫などを中心とする日本の地域。
かんし	漢詩	1851	1851	6035	-		漢文の形式で作られた詩。
かんしょう	干渉	1841	1841	4451	5651	predict	他の物事へ立ち入って影響を与えること、または波が重なり合う現象。
かんしん	感心	1841	1841	4740	5940	predict	優れた行為や出来事に心を動かされること。
かんしん	感心	1931	1931	6017	-		優れた行為や出来事に心を動かされること。
かんせい	感性	1851	1851	4713	5913	predict	物事を感じ取り、印象や価値を捉える能力。
かんせい	管制	1841	1841	5484	6684	predict	交通・運行・通信などを集中的に管理し指示すること。
かんせつ	間接	1851	1851	4789	5989	predict	他のものを仲立ちとして関わること。
かんせん	感染	1841	1841	3515	4715	predict	病原体や不正なプログラムなどが入り込み、広がること。
かんせん	艦船	1851	1851	5667	6867	predict	軍用の艦艇とその他の船舶。
かんそう	乾燥	1841	1841	3712	4912	predict	水分が失われて乾くこと、または乾かすこと。
かんそう	完走	1841	1841	5028	6228	predict	競走やコースを途中でやめず最後まで走ること。
かんそう	間奏	1851	1851	5857	7057	predict	楽曲の歌や主要部分の間に演奏される部分。
かんたい	艦隊	1851	1851	5007	6207	predict	複数の軍艦を中心に編成された海上部隊。
かんち	完治	1841	1841	5298	6498	predict	病気やけがが完全に治ること。
かんち	感知	1841	1841	5020	6220	predict	変化や存在を感覚や装置で察知すること。
かんちょう	官庁	1851	1851	5566	6766	predict	国や地方公共団体の行政機関。
かんちょう	艦長	1851	1851	5743	6943	predict	軍艦の指揮を執る責任者。
かんちょう	艦長	2040	2040	3933	5133	predict	軍艦の指揮を執る責任者。
かんちょう	館長	1851	1851	5426	6626	predict	博物館・図書館などの施設を統括する責任者。
かんちょう	館長	2040	2040	3223	4423	predict	博物館・図書館などの施設を統括する責任者。
かんてい	官邸	1851	1851	5667	6867	predict	首相など政府の長が執務する公的な建物。
かんてい	艦艇	1851	1851	5713	6913	predict	軍事目的で使用する船舶。
かんてい	鑑定	1841	1841	4224	5424	predict	専門知識に基づいて価値・真偽・性質などを判断すること。
かんばん	看板	1851	1851	4202	5402	predict	名称や広告を記して掲げる板、または組織を代表する存在。
かんゆう	勧誘	1841	1841	4621	5821	predict	人に働きかけて、参加・契約・入会などを勧めること。
きか	帰化	1841	1841	5244	6444	predict	外国人が国籍を取得すること、または外来の生物が地域に定着すること。
きか	気化	1841	1841	5645	6845	predict	液体が気体に変わること。
きかい	奇怪	1931	1931	5040	6240	predict	普通ではなく、不思議で怪しいこと。
きかく	企画	1841	1841	3419	4619	predict	目的を実現するための案や催しを計画すること。
きかん	基幹	1851	1851	5144	6344	predict	組織や仕組みの中心となる重要な部分。
きかん	機関	1884	1884	0	1200	predict	特定の目的を持つ組織、または動力を生む装置。
きく	聴く	723	723	2116	3316	predict	音楽や話に注意を向け、意識して耳を傾けること。
きく	聞く	723	723	1490	2690	predict	音や話を耳で受け取ること、または人に尋ねること。
きけい	奇形	1851	1851	5824	7024	predict	生物の形態が通常と異なる状態。
きけい	奇形	1931	1931	5709	6909	predict	生物の形態が通常と異なる状態。
きけん	危険	1931	1931	2696	3896	predict	事故・損害・失敗などが起こるおそれがあること。
きけん	棄権	1841	1841	5773	6973	predict	投票・試合・権利の行使などを自ら辞退すること。
きげん	起源	1851	1851	4864	6064	predict	物事が最初に生じた由来や始まり。
きこう	寄稿	1841	1841	5138	6338	predict	新聞・雑誌などに掲載する原稿を送ること。
きこう	機構	1851	1851	4234	5434	predict	機械や組織を動かす仕組み。
きこう	紀行	1841	1841	5443	6643	predict	旅行中の体験や見聞を記した文章。
きし	岸	1923	1923	3968	5168	predict	海・川・湖などの水際の陸地。
きし	棋士	1851	1851	5469	6669	predict	囲碁や将棋を職業として行う人。
きし	棋士	2040	2040	4473	5673	predict	囲碁や将棋を職業として行う人。
きじ	記事	1851	1851	2925	4125	predict	新聞・雑誌・ウェブ媒体などに掲載する文章。
きし	騎士	1851	1851	4496	5696	predict	馬に乗って戦う武人、または騎士の称号を持つ人。
きじ	生地	1851	1851	4040	5240	predict	布地、食品の材料、または加工前の素材。
きしょう	希少	1851	1851	4845	6045	predict	数や量が少なく、珍しいこと。
きしょう	希少	1931	1931	4022	5222	predict	数や量が少なく、珍しいこと。
きしょう	気象	1851	1851	4687	5887	predict	大気中で起こる天候や気温などの現象。
きしょう	起床	1841	1841	5196	6396	predict	眠りから起きて活動を始めること。
きせい	既成	1851	1851	5686	6886	predict	すでに出来上がっていること。
きせき	奇跡	1931	1931	3426	4626	predict	通常では起こり得ないと思われる不思議な出来事。
きせき	軌跡	1851	1851	4963	6163	predict	物が移動した跡、または物事がたどった経過。
きせき	輝石	1851	1851	6045	-		火成岩などに含まれる主要な造岩鉱物の一群。
きせつ	季節	1851	1851	3752	4952	predict	一年を気候や自然の変化に応じて分けた時期。
きせつ	季節	1922	1922	5450	6650	predict	一年を気候や自然の変化に応じて分けた時期。
きたい	期待	1841	1841	3161	4361	predict	よい結果や実現を予想し、待ち望むこと。
きたい	機体	1851	1851	4551	5751	predict	航空機・宇宙機などの本体。
きたい	気体	1851	1851	5498	6698	predict	一定の形や体積を持たず、容器全体に広がる物質の状態。
きち	基地	1851	1851	4429	5629	predict	活動・作戦・輸送などの拠点となる場所。
きち	吉	1851	1851	5000	6200	predict	縁起や運勢がよいこと。
きち	吉	1923	1923	4026	5226	predict	縁起や運勢がよいこと。
きてい	既定	1841	1841	5279	6479	predict	すでに決められていること、または初期状態として定めた値。
きのう	昨日	1841	1841	1100	2300	predict	今日の一日前の日。
きのう	昨日	1851	1851	4443	5643	predict	今日の一日前の日。
きのう	昨日	1909	1909	1100	2300	predict	今日の一日前の日。
きゅうせい	救世	1851	1851	6720	-		世の人々を苦しみや混乱から救うこと。
きゅうせい	旧制	1851	1851	6117	-		以前に行われていた制度。
きゅうとう	給湯	1841	1841	4808	6008	predict	湯を作って必要な場所へ供給すること。
きょうい	胸囲	1851	1851	6638	-		胸の周囲の長さ。
きょうい	脅威	1851	1851	4718	5918	predict	安全や存続を脅かす存在や危険。
きょうい	脅威	1931	1931	4366	5566	predict	安全や存続を脅かす存在や危険。
きょうかい	協会	1851	1851	3967	5167	predict	共通の目的を持つ人や団体で構成する組織。
きょうかい	教会	1851	1851	4331	5531	predict	キリスト教の礼拝や活動を行う建物または共同体。
きょうぎ	競技	1841	1841	3880	5080	predict	一定の規則に従って技量や勝敗を競うこと。
きょうこう	強硬	1931	1931	4848	6048	predict	自分の主張や方針を曲げず、厳しい態度を取ること。
きょうこう	強行	1841	1841	5400	6600	predict	反対や困難を押し切って実行すること。
きょうこう	教皇	1851	1851	5427	6627	predict	カトリック教会の最高位の聖職者。
きょうし	教師	1851	1851	4259	5459	predict	学校などで知識や技能を教える人。
きょうそう	狂騒	1851	1851	6535	-		理性を失ったように騒ぎ立てること。
きょうふ	恐怖	1841	1841	4165	5365	predict	危険や未知のものに対して強く怖いと感じること。
きょうよう	強要	1841	1841	5030	6230	predict	相手の意思に反して行為を無理に求めること。
きょうよう	教養	1851	1851	4925	6125	predict	社会人として必要な幅広い知識やものの見方。
