# license: LicenseRef-Sakura-InHouse
reading	surface	left_id	right_id	word_cost	prediction_cost	flags	annotation
きこう	紀行	1851	1851	7600	-		旅行中の体験や見聞を記した文章。
きじ	生地	1923	1923	7100	-		布地、食品の材料、または加工前の素材。
きせい	気勢	1851	1851	7600	-		何かをしようとする意気込みや勢い。
きせき	奇跡	1851	1851	7600	-		通常では起こり得ないと思われる不思議な出来事。
きせつ	季節	1921	1921	7100	-		一年を気候や自然の変化に応じて分けた時期。
きせつ	気節	1851	1851	7600	-		信念を貫く気概と節操。
きせん	帰線	1851	1851	7600	-		電気回路で、装置や回路部品を経てアース側へ戻る線。
きてい	既定	1851	1851	7600	-		すでに決められていること、または初期状態として定めた値。
きょうか	教科	1851	1851	4738	5938	predict	学校教育で内容別に分けられた学習分野。
きょうか	教科	2011	2011	6900	-		学校教育で内容別に分けられた学習分野。
きょうし	狂詩	1851	1851	7600	-		漢詩の形式を用い、俗語などで滑稽な内容を詠んだ詩。
きょうせい	共生	1841	1841	4730	5930	predict	異なる生物や人々が互いに関わりながら共に生きること。
きょうせつ	教説	1851	1851	7600	-		宗教や思想などで説かれる教えや学説。
きょうふ	教父	1851	1851	7600	-		初期キリスト教の教義形成に大きく貢献した神学者。
きんし	禁止	1949	1949	7100	-		ルールにより実行を認めないこと。
きんちょう	謹聴	1841	1841	7300	-		つつしんで相手の話を聞くこと。
くうこう	空孔	1851	1851	7600	-		物質や構造の内部にある空洞や穴。
くうこう	空港	1851	1851	4048	5248	predict	航空機の発着や旅客・貨物の取扱いを行う施設。
くうこう	空港	1924	1924	7100	-		航空機の発着や旅客・貨物の取扱いを行う施設。
けいえい	形影	1851	1851	7600	-		形とその影。常に離れず付き従うもののたとえ。
けいき	景気	1851	1851	5002	6202	predict	経済活動の活発さを示す状態。また、その場の勢い。
けいこう	蛍光	1851	1851	7600	-		物質が光などの刺激を受けて発する光。
けいしょう	敬称	1851	1851	7600	-		人への敬意を示すため氏名や役職に添える呼び方。
けいじ	刑事	1921	1921	7100	-		犯罪の捜査を担当する警察官。
けいせつ	蛍雪	1851	1851	7600	-		苦労しながら学問に励むこと。
けいとう	系統	2011	2011	6900	-		一定のつながりや順序を持つ体系。
けいひ	軽費	1851	1851	7600	-		わずかな費用。少額の出費。
けってい	結締	1851	1851	7600	-		しっかりと結びつけること。結び締めること。
けんかい	県会	1851	1851	7600	-		都道府県の議決機関である議会の旧称。
けんこう	健康	1921	1921	7100	-		心身に大きな異常がなく、良好な状態。
けんこう	建工	1929	1929	7200	-		建築や土木などの工事。建築工事の略称。
けんしょう	懸賞	1851	1851	7600	-		賞品や賞金を付けて作品・解答などを募集すること。
けんせい	憲政	1921	1921	7100	-		憲法に基づいて行われる政治。
げんか	現価	1851	1851	7600	-		現在の価格や価値。金融では将来価値を現在時点に換算した額。
げんき	元気	1921	1921	7100	-		心身の調子がよく、活動する力があること。
げんき	原器	1851	1851	7600	-		計量単位の基準として作られた器具や標準物。
げんし	原子	1923	1923	7100	-		元素の性質を保つ最小単位となる粒子。
げんしょう	現象	1841	1841	3952	5152	predict	観察できる形で現れる出来事や状態。
げんしょう	現象	1851	1851	7600	-		観察できる形で現れる出来事や状態。
げんじょう	現状	1851	1851	7600	-		現在の状態や状況。
こうえい	光栄	1924	1924	7100	-		名誉に感じ、ありがたく思うこと。
こうえい	後衛	1851	1851	7600	-		部隊や競技で後方を守る役割。
こうか	効果	1949	1949	7100	-		行ったことによって現れるよい結果や効き目。
こうか	硬貨	1851	1851	7600	-		金属で作られた貨幣。
こうがく	工学	1851	1851	7600	-		科学知識を応用して技術や製品を設計する学問分野。
こうき	好機	1851	1851	7600	-		物事を行うのに都合のよい機会。
こうき	綱紀	1851	1851	7600	-		組織や社会を保つ規律と秩序。
こうき	香気	1851	1851	7600	-		よい香り。また、香りの成分。
こうきゅう	恒久	1921	1921	7100	-		状態や制度などが長く変わらず続くこと。
こうきゅう	講究	1841	1841	7300	-		学問や事柄を深く調べ、明らかにすること。
こうけい	口径	2011	2011	6900	-		管や銃砲などの内側の直径。
こうこう	孝行	1921	1921	7100	-		親を大切にし、よく尽くすこと。
こうさく	耕作	1921	1921	7100	-		田畑を耕して作物を育てること。
こうし	公私	1851	1851	7600	-		公的なことと私的なこと。
こうし	講師	1851	1851	7600	-		講義や指導を行う人、またはその職名。
こうしょう	工廠	1851	1851	7600	-		軍需品や機械などを製造・修理する大規模な工場。
こうしょう	鉱床	1851	1851	7600	-		有用な鉱物が採掘できる程度に集積した地質体。
こうじ	公示	1841	1841	7300	-		公的機関などが広く一般に知らせること。
こうじ	工事	1921	1921	7100	-		建物・道路・設備などを造ったり直したりする作業。
こうじ	麹	1851	1851	7600	-		米や麦などに麹菌を繁殖させ、発酵食品の製造に使うもの。
こうせい	公正	1921	1921	7100	-		偏りや不正がなく、公平で正しいこと。
こうせい	更正	1921	1921	7100	-		誤りや不備を改めて正しくすること。
こうせい	更生	1921	1921	7100	-		望ましくない状態から立ち直ること、または作り直して再利用すること。
こうせき	功績	1921	1921	7100	-		努力によって成し遂げた優れた成果。
こうせつ	降雪	1851	1851	7600	-		雪が降ること、または降った雪。
こうせつ	高説	1851	1851	7600	-		相手の優れた意見や説を敬っていう語。
こうそく	高速	1929	1929	7200	-		速度が速いこと。
こうてん	光点	1851	1851	7600	-		光って見える小さな点。
こうどう	公道	1921	1921	7100	-		国や地方公共団体が管理し、一般の通行に使われる道路。
こうどう	講堂	1924	1924	7100	-		講演・集会・式典などを行うための広い建物や部屋。
こうへい	公平	1921	1921	7100	-		扱いや判断が偏らず、同じ基準に基づくこと。
こうへい	工兵	1851	1851	7600	-		築城・架橋・爆破などの技術任務を担う兵科または兵士。
こうよう	効用	1851	1851	7600	-		役に立つ働きや効果。経済学では財から得る満足度。
こうよう	紅葉	1921	1921	7100	-		秋に植物の葉が赤や黄色に変わること、またはその葉。
さいき	才気	1851	1851	7600	-		物事を巧みに処理する知恵や才能。
さいけん	再検	1841	1841	7300	-		もう一度検査または検討すること。
さいし	祭祀	1851	1851	7600	-		神や祖先を祭る儀式。
さいせん	賽銭	1851	1851	7600	-		神社や寺で祈願の際に供える金銭。
さんせき	参席	1841	1841	7300	-		会合や式などに出席すること。
しえん	紫煙	1851	1851	7600	-		紫がかった煙。特に、たばこの煙。
しき	四季	1921	1921	7100	-		春・夏・秋・冬の四つの季節。
しき	士気	1851	1851	7600	-		集団が目標へ向かう意欲や勢い。
しし	獅子	1924	1924	7100	-		ライオン、またはそれをかたどった想像上・伝統上の動物。
しせい	死生	1851	1851	7600	-		生きることと死ぬこと。生死。
しそう	思想	1841	1841	4284	5484	predict	物事や社会について体系化された考え方。
しそう	思想	1851	1851	7600	-		物事や社会について体系化された考え方。
しゅうき	周期	1851	1851	4807	6007	predict	同じ現象や状態が繰り返されるまでの時間や間隔。
しゅうき	周期	2011	2011	6900	-		同じ現象や状態が繰り返されるまでの時間や間隔。
しゅうこう	周航	1841	1841	7300	-		船で各地を巡り、ひと巡りすること。
しゅうごう	秋毫	1851	1851	7600	-		秋に生え替わる獣毛の先ほどの、きわめて細かいもの。
しゅうし	修士	1921	1921	7100	-		大学院の修士課程を修了した者に授与される学位。
しゅうし	終始	1841	1841	7300	-		始めから終わりまで一貫していること。
しゅうせい	修正	1921	1921	7100	-		誤りや不適切な部分を正しく直すこと。
しゅうせん	周旋	1841	1841	7300	-		当事者の間に立ち、交渉や取り決めを世話すること。
しゅうとう	秋冬	1920	1920	7200	-		秋と冬。
しゅし	種子	1923	1923	7100	-		植物が発芽して新しい個体になるための器官。
しょうか	唱歌	1841	1841	7300	-		学校教育などで歌うために作られた歌。
しょうがい	生涯	1851	1851	7600	-		生まれてから死ぬまでの一生。
しょうき	勝機	1851	1851	7600	-		勝つためのよい機会。
しょうき	商機	1851	1851	7600	-		商品やサービスを販売して利益を得る好機。
しょうご	正午	1909	1909	4178	5378	predict	昼の12時。
しょうご	正午	1921	1921	7100	-		昼の12時。
しょうし	笑止	1931	1931	7300	-		ばかばかしく、笑うべきこと。
しょうし	証紙	1851	1851	7600	-		手数料などの納付や証明のため書類に貼る紙片。
しょうじ	障子	1922	1922	5369	6569	predict	木枠に紙などを張った、和室の建具。
しょうじ	障子	1923	1923	7100	-		木枠に紙などを張った、和室の建具。
しょうたい	正体	1851	1851	4510	5710	predict	本当の姿や身分、物事の本質。
しょうどう	商道	1851	1851	7600	-		商売において守るべき道理や倫理。
しょうどう	衝動	1851	1851	7600	-		深く考える前に行動へ駆り立てる強い欲求。
しょうぶ	勝負	1924	1924	7100	-		勝ち負けを決めること。
しょうぶ	尚武	1921	1921	7100	-		武道や武勇を尊ぶこと。
しょうらい	将来	1841	1841	7300	-		現在より先の時期や、これからの見通し。
しょく	植	1923	1923	7100	-		植えることや植物に関する意味を表す語。
しよう	使用	1841	1841	7300	-		道具・設備・制度などを目的のために使うこと。
しよう	使用	1844	1844	0	1200	predict	道具・設備・制度などを目的のために使うこと。
しんこう	新興	1924	1924	7100	-		新しく起こり、勢いを増していること。
しんこう	親交	1851	1851	7600	-		親しい付き合い。
しんこう	進行	1921	1921	7100	-		物事が順序に従って進むこと。
しんし	紳士	1931	1931	7300	-		礼儀や品位を備えた男性。
しんせい	新生	1921	1921	7100	-		新しく生まれること、または生まれ変わって再出発すること。
しんせい	真正	1924	1924	7100	-		偽りや模造ではなく、本物であること。
しんどう	神童	1851	1851	7600	-		幼いころから非常に優れた才能を示す子供。
しんにゅう	新入	1924	1924	7100	-		新しく組織・学校などに入ること。
しんぱん	新版	1851	1851	5852	7052	predict	新しく編集・刊行された版。
しんらい	新来	1851	1851	7600	-		新しく来たこと、または新しく加わった人。
しんろ	進路	1921	1921	7100	-		進む方向、または将来選ぶ学校・職業などの道。
じき	時期	1909	1909	2349	3549	predict	ある出来事・活動に関わるおおよその期間やタイミング。
じき	時期	1949	1949	7100	-		ある出来事・活動に関わるおおよその期間やタイミング。
じしん	地震	1851	1851	7600	-		地下の岩盤の動きにより地面が揺れる現象。
じしん	自身	1949	1949	7100	-		その人や物そのもの。
じてん	事典	1851	1851	5570	6770	predict	事物や事柄を項目別に説明した辞典。
じょうか	城下	1924	1924	7100	-		城の周辺、または城を中心に発達した町。
せいか	生花	1851	1851	7600	-		切り取った生の花。また、それを生けること。
せいかん	製缶	1841	1841	7300	-		金属板を加工して缶・容器・構造物などを作ること。
せいき	正規	1921	1921	7100	-		正式な規則や手続きに従っていること。
せいき	生気	1851	1851	7600	-		生き生きとした気力や活力。
せいけん	正拳	1851	1851	7600	-		空手などで、人差し指と中指の付け根側を当てる握り拳。
せいけん	聖剣	1920	1920	7200	-		神聖な力や由来を持つとされる剣。
せいこう	成功	1921	1921	7100	-		目的の処理や操作が期待どおり成立した結果。
せいこう	精工	1929	1929	7200	-		細部まで精密で巧みに作られていること。
せいさく	政策	1921	1921	7100	-		政府や組織が目的を達成するために定める方針や施策。
せいし	生死	1851	1851	7600	-		生きることと死ぬこと。
せいし	製紙	1851	1851	7600	-		紙を製造すること。
せいし	静止	1921	1921	7100	-		動かず止まっていること。
せいしき	整式	1851	1851	7600	-		数学で、単項式または多項式として表される式。
せいしん	西進	1841	1841	7300	-		西の方向へ進むこと。
せいじ	政治	1921	1921	7100	-		社会や国家の方針を決め、公共の仕組みを運営すること。
せいせい	清々	12	12	7000	-		気分が晴れて、さっぱりするさま。
せいどう	正道	1921	1921	7100	-		人として守るべき正しい道や方法。
せいはい	成敗	1851	1851	7600	-		悪事を働いた者を処罰すること。
せいふ	征夫	1921	1921	7100	-		戦争や遠征に出ている男性や兵士。
せつ	説	2011	2011	6900	-		意見・主張・理論、または物事を説明する考え。
せんせい	先生	1923	1923	7100	-		学問や技能を教える人、または専門家への敬称。
せんとう	先頭	1851	1851	7600	-		列や集団のいちばん前。
そうか	総価	1851	1851	7600	-		全体を合計した価格。
そうき	早期	1851	1851	7600	-		通常より早い時期、または物事の初期段階。
そうこう	草稿	1851	1851	7600	-		文章を完成させる前の下書きや原稿。
そうしん	痩身	1841	1841	7300	-		体を細くすること、またはやせた体つき。
そうせい	双生	1851	1851	7600	-		一度の出産で二人の子が生まれること。ふたご。
そうぞう	創造	1921	1921	7100	-		新しいものや価値を作り出すこと。
そうたい	総体	12	12	7000	-		個々の部分を合わせた全体。
そうとう	争闘	1841	1841	7300	-		互いに争い戦うこと。
そうとう	相当	12	12	7000	-		程度がかなり大きいこと、または条件に見合うこと。
たいおう	大王	1924	1924	7100	-		偉大な王、または王への尊称。
たいか	大火	1851	1851	5953	7153	predict	広い範囲に燃え広がる大規模な火事。
たいかい	大会	2011	2011	6900	-		多くの人が参加する大規模な会合や競技会。
たいき	大器	1921	1921	7100	-		大きな器。また、優れた才能を持つ人物。
たいけい	体系	1949	1949	7100	-		個々の要素を一定の原理で組み立てた全体的な仕組み。
たいしょう	大将	1921	1921	7100	-		軍隊などの高位の指揮官、または集団の中心人物。
たいせい	大勢	1921	1921	7100	-		物事全体の成り行きや支配的な傾向。
たいせん	大戦	1851	1851	7600	-		規模の大きな戦争。
たいよう	大洋	1924	1924	7100	-		広大な海洋。
たいよう	太陽	1921	1921	7100	-		地球が公転し、光と熱を受ける恒星。
たんい	単位	2011	2011	6900	-		数量を測る基準、または学習・組織などのまとまり。
たんき	単記	1841	1841	7300	-		一つの事項や候補だけを記すこと。
たんこう	単行	1851	1851	7600	-		一つの行為を単独で行うこと、または一冊で刊行すること。
ちか	地下	1923	1923	7100	-		地面より下の部分や空間。
ちか	地価	1851	1851	7600	-		土地の価格。
ちょうか	長歌	1851	1851	7600	-		五音と七音を繰り返し、最後を七音で結ぶ和歌の形式。
ちょうき	弔旗	1851	1851	7600	-		哀悼の意を示すために掲げる旗。
ちょうこう	彫工	1851	1851	7600	-		彫刻や彫り物を職業とする人。
ちょうし	調子	1924	1924	7100	-		物事の進み具合、体の具合、音の高低などの状態。
ちょうせん	朝鮮	1924	1924	7100	-		朝鮮半島と、その地域の歴史・文化を指す名称。
ていき	定期	1851	1851	7600	-		期間や日時が一定に決められていること。
ていこう	抵抗	1841	1841	7300	-		外から加わる力・命令・作用などに逆らい、受け入れまいとすること。
てきよう	摘要	1841	1841	6307	-		文書や帳簿などで、要点を抜き出して簡潔に記したもの。
てきよう	摘要	1851	1851	7600	-		文書や帳簿などで、要点を抜き出して簡潔に記したもの。
てんき	転機	1851	1851	7600	-		物事の流れや状態が大きく変わるきっかけ。
でんこう	電光	1851	1851	7600	-		放電によって生じる鋭い光、特に稲妻。
とうき	冬季	1851	1851	4993	6193	predict	冬の季節や期間。
とうきゅう	等級	2011	2011	6900	-		品質・能力・程度などによって分けた段階。
とうこう	投光	1841	1841	7300	-		光を特定の場所や方向へ投射すること。
とうし	闘志	1921	1921	7100	-		戦いや競争に勝とうとする強い意欲。
とうなん	盗難	1841	1841	4765	5965	predict	物を盗まれる被害。
とうなん	盗難	1851	1851	7600	-		物を盗まれる被害。
どうし	同士	1949	1949	7100	-		共通の立場・性質・関係を持つ者どうし。
どうせん	動線	1851	1851	7600	-		人や物が空間内を移動する経路。
ないか	内貨	1851	1851	7600	-		税関で輸入手続きを必要としない内国貨物の略。
ないぞう	内蔵	1923	1923	7100	-		機器やソフトウェアの内部に機能や部品を組み込むこと。
はいち	廃置	1851	1851	7600	-		制度や組織などを廃止したり新設したりすること。
はいとう	廃刀	1841	1841	7300	-		刀を帯びる制度や習慣を廃止すること。
はくし	博士	1949	1949	7100	-		大学院の博士課程修了者などに授与される最高位の学位、またはその取得者。
はし	箸	1923	1923	7100	-		食べ物を挟んで口へ運ぶ二本一組の細い道具。
はな	花	1921	1921	7100	-		種子植物の生殖器官、またはその美しい部分。
ひこう	非行	1851	1851	7600	-		社会の規範や法律に反する、特に少年の好ましくない行為。
ふか	孵化	1841	1841	7300	-		卵から幼生やひながかえること。
ふか	負荷	1841	1841	7300	-		機械や人にかかる仕事量・重さ・負担。
ふくせい	復姓	1841	1841	7300	-		結婚などで変えた姓を以前の姓へ戻すこと。
ふせい	府政	1851	1851	7600	-		府の行政や政治。
ふっこう	復航	1841	1841	7300	-		船舶や航空機が目的地から出発地へ戻る運航。
ふる	振る	1851	1851	7800	-		物を前後左右に動かすこと、または役割や番号を割り当てること。
ぶんか	文化	1924	1924	7100	-		社会の中で共有・継承される生活様式・知識・芸術などの総体。
へいせい	兵制	1851	1851	7600	-		軍隊の編成や徴兵などに関する制度。
へんしゅう	編修	1841	1841	7300	-		書物や資料を編集し整えること。
ほうき	箒	1851	1851	6009	-		ごみやほこりを掃き集める道具。ほうき。
ほうこく	邦国	1851	1851	7600	-		自国、または一つの国家。
ほうせい	砲声	1851	1851	7600	-		大砲を撃ったときの音。
ほうてい	法定	1851	1851	7600	-		法律によって定められていること。
めいじ	明治	1921	1921	7100	-		一八六八年から一九一二年まで用いられた日本の元号。
やく	役	1923	1923	7100	-		担当する仕事・役割、または演劇などで演じる人物。
やく	約	2044	2044	6800	-		おおよその数量、または取り決めを表す語。
やく	訳	1841	1841	7300	-		翻訳した内容、事情・理由、または意味。
ゆうき	勇気	1921	1921	7100	-		恐れや困難に負けず行動しようとする心。
ゆうき	幽鬼	1851	1851	7600	-		この世に現れる亡霊や幽霊。
ゆうき	有機	1921	1921	7100	-		生命に関係すること、炭素化合物に関すること、または要素が結び付くこと。
ゆうこう	友好	1931	1931	7300	-		互いに親しく、よい関係を保つこと。
ゆうし	有志	1921	1921	7100	-		共通の目的に賛同し、自発的に参加する人々。
ゆうしゅう	優秀	1921	1921	7100	-		能力・成績・品質などが他より優れていること。
ゆうしゅう	幽囚	1851	1851	7600	-		捕らわれて閉じ込められること、またはその人。
ゆうせん	有線	1851	1851	7600	-		信号を電線やケーブルで伝える方式。
ようか	八日	1851	1851	7600	-		月の八番目の日、または八日間。
ようか	洋貨	1851	1851	7600	-		外国、特に西洋から輸入された商品。
ようこう	陽光	1924	1924	7100	-		太陽の光。
りゅうせい	流星	1921	1921	7100	-		宇宙の小物体が大気中で発光して見える現象。
りゅうせい	隆盛	1921	1921	7100	-		勢いが盛んで栄えていること。
りょう	寮	1923	1923	7100	-		学生や社員などが共同生活する宿舎。
りょう	漁	1923	1923	7100	-		魚介類を捕ること。漁業。
りょう	量	1921	1921	7100	-		物の多さ・大きさ・重さなど、測定できる程度。
りょうこう	良好	1921	1921	7100	-		状態や関係がよく、問題が少ないこと。
りょうこう	良港	1851	1851	7600	-		船の出入りや停泊に適した港。
りょうし	両氏	1921	1921	7100	-		話題にしている二人を敬って指す語。
れいじ	零時	1851	1851	7600	-		0時。午前0時。
れいじ	零時	1922	1922	5360	6560	predict	0時。午前0時。
れいせい	霊性	1851	1851	7600	-		宗教的・精神的なものを感じ取る性質。
れんそう	連奏	2011	2011	6900	-		二人以上が同種の楽器を用いて合奏すること。
ろうどう	郎党	1851	1851	7600	-		主家に仕える家臣や従者。また、付き従う一団。
